ID;Name;IATA;ICAO;Latitude;Longitude;iso_code
5459;St. Lewis (Fox Harbour) Airport;YFX;CCK4;52.372798919677734;-55.67390060424805;CA
5460;Port Hope Simpson Airport;YHA;CCP4;52.528099060058594;-56.28609848022461;CA
5461;Rigolet Airport;YRG;CCZ2;54.1796989440918;-58.45750045776367;CA
5462;Colville Lake Airport;YCK;CEB3;67.0392;-126.08;CA
5463;Whatì Airport;YLE;CEM3;63.13169860839844;-117.24600219726562;CA
5464;Summer Beaver Airport;SUR;CJV7;52.70859909057617;-88.54190063476562;CA
5465;Wapekeka Airport;YAX;CKB6;53.84920120239258;-89.57939910888672;CA
5466;Wunnumin Lake Airport;WNN;CKL3;52.89390182495117;-89.28919982910156;CA
5467;North Spirit Lake Airport;YNO;CKQ3;52.4900016784668;-92.97109985351562;CA
5468;Bearskin Lake Airport;XBE;CNE3;53.965599060058594;-91.0271987915039;CA
5469;Kingfisher Lake Airport;KIF;CNM5;53.01250076293945;-89.85530090332031;CA
5470;Ogoki Post Airport;YOG;CNT3;51.6585998535;-85.9017028809;CA
5471;Poplar Hill Airport;YHP;CPV7;52.1133;-94.2556;CA
5472;Chisasibi Airport;YKU;CSU2;53.805599212646484;-78.91690063476562;CA
5473;Tête-à-la-Baleine Airport;ZTB;CTB6;50.674400329589844;-59.38359832763672;CA
5474;La Tabatière Airport;ZLT;CTU5;50.8307991027832;-58.97560119628906;CA
5478;Cat Lake Airport;YAC;CYAC;51.72719955444336;-91.82440185546875;CA
5479;Fort Frances Municipal Airport;YAG;CYAG;48.65420150756836;-93.439697265625;CA
5480;Kasabonika Airport;XKS;CYAQ;53.52470016479492;-88.6427993774414;CA
5481;Kangirsuk Airport;YKG;CYAS;60.027198791503906;-69.99919891357422;CA
5482;Attawapiskat Airport;YAT;CYAT;52.9275016784668;-82.43190002441406;CA
5483;Lac Du Bonnet Airport;\N;CYAX;50.2943992615;-96.0100021362;CA
5484;Uranium City Airport;YBE;CYBE;59.5614013671875;-108.48100280761719;CA
5485;Lourdes de Blanc Sablon Airport;YBX;CYBX;51.443599700899995;-57.185298919699996;CA
5486;Cartwright Airport;YRF;CYCA;53.68280029296875;-57.041900634765625;CA
5487;Chesterfield Inlet Airport;YCS;CYCS;63.346900939899996;-90.73110198970001;CA
5488;Nain Airport;YDP;CYDP;56.549198150634766;-61.680301666259766;CA
5489;Fort Severn Airport;YER;CYER;56.01890182495117;-87.67610168457031;CA
5490;Fort Albany Airport;YFA;CYFA;52.20140075683594;-81.6968994140625;CA
5491;Fort Hope Airport;YFH;CYFH;51.5619010925293;-87.90779876708984;CA
5492;Makkovik Airport;YMN;CYFT;55.076900482177734;-59.1864013671875;CA
5493;Texada Gillies Bay Airport;YGB;CYGB;49.69419860839844;-124.51799774169922;CA
5494;Gods Lake Narrows Airport;YGO;CYGO;54.55889892578125;-94.49140167236328;CA
5495;Igloolik Airport;YGT;CYGT;69.3647003174;-81.8161010742;CA
5496;Kuujjuarapik Airport;YGW;CYGW;55.281898498535156;-77.76529693603516;CA
5497;Gillam Airport;YGX;CYGX;56.35749816894531;-94.71060180664062;CA
5498;Grise Fiord Airport;YGZ;CYGZ;76.4261016846;-82.90920257570001;CA
5499;Quaqtaq Airport;YQC;CYHA;61.0463981628418;-69.6177978515625;CA
5500;Vancouver Harbour Water Aerodrome;CXH;CYHC;49.2943992615;-123.111000061;CA
5501;Nemiscau Airport;YNS;CYHH;51.69110107421875;-76.1355972290039;CA
5502;Hopedale Airport;YHO;CYHO;55.448299407958984;-60.228599548339844;CA
5503;Chevery Airport;YHR;CYHR;50.46889877319336;-59.63669967651367;CA
5504;Ivujivik Airport;YIK;CYIK;62.417301177978516;-77.92530059814453;CA
5505;Island Lake Airport;YIV;CYIV;53.857200622558594;-94.65360260009766;CA
5506;Akulivik Airport;AKV;CYKO;60.818599700927734;-78.14859771728516;CA
5507;Waskaganish Airport;YKQ;CYKQ;51.47330093383789;-78.75830078125;CA
5508;Aupaluk Airport;YPJ;CYLA;59.29669952392578;-69.59970092773438;CA
5509;Kimmirut Airport;YLC;CYLC;62.8499984741;-69.88330078119999;CA
5510;Lansdowne House Airport;YLH;CYLH;52.19559860229492;-87.93419647216797;CA
5511;St Georges Airport;\N;CYSG;46.096401;-70.714699;CA
5512;Kangiqsualujjuaq (Georges River) Airport;XGR;CYLU;58.71139907836914;-65.9927978515625;CA
5513;Mary's Harbour Airport;YMH;CYMH;52.302799224853516;-55.847198486328125;CA
5514;Chapais Airport;YMT;CYMT;49.77190017700195;-74.5280990600586;CA
5515;Umiujaq Airport;YUD;CYMU;56.53609848022461;-76.51830291748047;CA
5516;Wemindji Airport;YNC;CYNC;53.01060104370117;-78.83110046386719;CA
5517;Norway House Airport;YNE;CYNE;53.95830154418945;-97.84420013427734;CA
5518;Points North Landing Airport;YNL;CYNL;58.27669906616211;-104.08200073242188;CA
5519;Oxford House Airport;YOH;CYOH;54.93330001831055;-95.27890014648438;CA
5520;Inukjuak Airport;YPH;CYPH;58.471900939941406;-78.07689666748047;CA
5521;Pikangikum Airport;YPM;CYPM;51.819698333740234;-93.97329711914062;CA
5522;Peawanuck Airport;YPO;CYPO;54.98809814453125;-85.44329833984375;CA
5523;Powell River Airport;YPW;CYPW;49.83420181274414;-124.5;CA
5524;The Pas Airport;YQD;CYQD;53.97140121459961;-101.09100341796875;CA
5525;Nakina Airport;YQN;CYQN;50.18280029296875;-86.69640350341797;CA
5526;Rae Lakes Airport;YRA;CYRA;64.11609649658203;-117.30999755859375;CA
5527;Red Lake Airport;YRL;CYRL;51.066898345947266;-93.79309844970703;CA
5528;Stony Rapids Airport;YSF;CYSF;59.250301361083984;-105.84100341796875;CA
5529;Sanikiluaq Airport;YSK;CYSK;56.5377998352;-79.2466964722;CA
5530;St. Theresa Point Airport;YST;CYST;53.84560012817383;-94.85189819335938;CA
5531;Big Trout Lake Airport;YTL;CYTL;53.81779861450195;-89.89689636230469;CA
5532;Deer Lake Airport;YVZ;CYVZ;52.655799865722656;-94.0614013671875;CA
5533;Webequie Airport;YWP;CYWP;52.9593933975;-87.3748683929;CA
5534;Whale Cove Airport;YXN;CYXN;62.24000167849999;-92.59809875490001;CA
5535;Salluit Airport;YZG;CYZG;62.17940139770508;-75.66719818115234;CA
5536;York Landing Airport;ZAC;CZAC;56.08940124511719;-96.08920288085938;CA
5537;Ilford Airport;ILF;CZBD;56.0614013672;-95.613899231;CA
5538;Bathurst Airport;ZBF;CZBF;47.629699707;-65.738899231;CA
5539;Eastmain River Airport;ZEM;CZEM;52.22639846801758;-78.52249908447266;CA
5540;Fond-Du-Lac Airport;ZFD;CZFD;59.33440017700195;-107.18199920654297;CA
5541;Gods River Airport;ZGI;CZGI;54.839698791503906;-94.07859802246094;CA
5542;Swan River Airport;ZJN;CZJN;52.120601654052734;-101.23600006103516;CA
5543;Kashechewan Airport;ZKE;CZKE;52.282501220703125;-81.67780303955078;CA
5544;Muskrat Dam Airport;MSA;CZMD;53.44139862060547;-91.76280212402344;CA
5545;Masset Airport;ZMT;CZMT;54.02750015258789;-132.125;CA
5546;Sachigo Lake Airport;ZPB;CZPB;53.8911018371582;-92.19640350341797;CA
5547;Round Lake (Weagamow Lake) Airport;ZRJ;CZRJ;52.943599700927734;-91.31279754638672;CA
5548;Sandy Lake Airport;ZSJ;CZSJ;53.06420135498047;-93.34439849853516;CA
5549;Shamattawa Airport;ZTM;CZTM;55.8656005859375;-92.0813980102539;CA
5550;Churchill Falls Airport;ZUM;CZUM;53.5619010925293;-64.10639953613281;CA
5551;Wollaston Lake Airport;ZWL;CZWL;58.10689926147461;-103.1719970703125;CA
5552;Batna Airport;BLJ;DABT;35.752101898199996;6.308589935300001;DZ
5553;Béchar Boudghene Ben Ali Lotfi Airport;CBH;DAOR;31.645700454711914;-2.269860029220581;DZ
5554;Bordj Badji Mokhtar Airport;BMW;DATM;21.375;0.923888981342;DZ
5555;Guemar Airport;ELU;DAUO;33.5113983154;6.77679014206;DZ
5556;Kumasi Airport;KMS;DGSI;6.714560031890869;-1.5908199548721313;GH
5557;Heringsdorf Airport;HDF;EDAH;53.8787002563;14.152299881;DE
5558;Heide-Büsum Airport;HEI;EDXB;54.153331756600004;8.90166664124;DE
5559;Helgoland-Düne Airport;HGL;EDXH;54.185279846200004;7.91583299637;DE
5560;Seinäjoki Airport;SJY;EFSI;62.692101;22.8323;FI
5561;Nottingham Airport;NQT;EGBN;52.91999816894531;-1.0791699886322021;GB
5562;Robin Hood Doncaster Sheffield Airport;DSA;EGCN;53.4805378105;-1.01065635681;GB
5563;Campbeltown Airport;CAL;EGEC;55.437198638916016;-5.686389923095703;GB
5564;Eday Airport;EOI;EGED;59.19060134887695;-2.7722198963165283;GB
5565;Fair Isle Airport;FIE;EGEF;59.53580093383789;-1.628059983253479;GB
5566;North Ronaldsay Airport;NRL;EGEN;59.3675003052;-2.43443989754;GB
5567;Papa Westray Airport;PPW;EGEP;59.351699829100006;-2.9002799987800003;GB
5568;Stronsay Airport;SOY;EGER;59.1553001404;-2.64139008522;GB
5569;Sanday Airport;NDY;EGES;59.250301361083984;-2.576669931411743;GB
5570;Lerwick / Tingwall Airport;LWK;EGET;60.192199707;-1.24361002445;GB
5571;Westray Airport;WRY;EGEW;59.3502998352;-2.95000004768;GB
5572;Land's End Airport;LEQ;EGHC;50.102798;-5.67056;GB
5573;Penzance Heliport;PZE;EGHK;50.128101;-5.51845;GB
5574;Anglesey Airport;VLY;EGOV;53.2481002808;-4.53533983231;GB
5575;Barra Airport;BRR;EGPR;57.0228;-7.44306;GB
5577;Donegal Airport;CFN;EIDL;55.0442008972168;-8.340999603271484;IE
5578;Weston Airport;\N;EIWT;53.3521995544;-6.48611021042;IE
5579;Sindal Airport;CNL;EKSN;57.503502;10.2294;DK
5580;Leknes Airport;LKN;ENLK;68.152496337891;13.609399795532;NO
5581;Namsos Høknesøra Airport;OSY;ENNM;64.472198486328;11.57859992981;NO
5582;Mo i Rana Airport, Røssvoll;MQN;ENRA;66.363899230957;14.301400184631;NO
5583;Rørvik Airport, Ryum;RVK;ENRM;64.838302612305;11.14610004425;NO
5584;Røst Airport;RET;ENRS;67.527801513672;12.103300094604;NO
5585;Sandane Airport (Anda);SDN;ENSD;61.830001831055;6.1058301925659;NO
5586;Sogndal Airport;SOG;ENSG;61.156101;7.13778;NO
5587;Svolvær Helle Airport;SVJ;ENSH;68.243301391602;14.669199943542;NO
5588;Sørkjosen Airport;SOJ;ENSR;69.786796569824;20.959400177002;NO
5589;Vardø Airport, Svartnes;VAW;ENSS;70.355400085449;31.044900894165;NO
5590;Værøy Heliport;VRY;ENVR;67.654555;12.727257;NO
5591;Bydgoszcz Ignacy Jan Paderewski Airport;BZG;EPBY;53.096801757799994;17.9776992798;PL
5592;Łódź Władysław Reymont Airport;LCJ;EPLL;51.721900939899996;19.3980998993;PL
5593;Åre Östersund Airport;OSD;ESNZ;63.194400787354;14.50030040741;SE
5594;Hagfors Airport;HFS;ESOH;60.02009963989258;13.578900337219238;SE
5595;Karlstad Airport;KSD;ESOK;59.444698333699996;13.337400436400001;SE
5596;Torsby Airport;TYF;ESST;60.1576004028;12.991299629199998;SE
5597;Ängelholm-Helsingborg Airport;AGH;ESTA;56.29610061645508;12.847100257873535;SE
5598;Storuman Airport;SQO;ESUD;64.96089935302734;17.69659996032715;SE
5599;Hemavan Airport;HMV;ESUT;65.80609893798828;15.082799911499023;SE
5602;Ventspils International Airport;VNT;EVVA;57.35779953;21.5442008972;LV
5603;Rand Airport;QRA;FAGM;-26.2425003052;28.1511993408;ZA
5604;Kruger Mpumalanga International Airport;MQP;FAKN;-25.3831996918;31.1056003571;ZA
5605;Malamala Airport;AAM;FAMD;-24.818099975585938;31.544599533081055;ZA
5606;Mmabatho International Airport;MBD;FAMM;-25.798400878900004;25.548000335699996;ZA
5607;Ghanzi Airport;GNZ;FBGZ;-21.6924991607666;21.658100128173828;BW
5608;Orapa Airport;ORP;FBOR;-21.266701;25.3167;BW
5609;Shakawe Airport;SWX;FBSW;-18.373899459838867;21.832599639892578;BW
5610;Limpopo Valley Airport;TLD;FBTL;-22.189199447599997;29.126899719199997;BW
5612;Chipata Airport;CIP;FLCP;-13.558300018310547;32.58720016479492;ZM
5613;Los Alamitos Army Air Field;\N;KSLI;33.79000092;-118.052002;ZM
5614;Iconi Airport;YVA;FMCN;-11.710800170899999;43.2439002991;KM
5615;Antsalova Airport;WAQ;FMMG;-18.701273;44.614921;MG
5616;Ankavandra Airport;JVA;FMMK;-18.80501;45.273467;MG
5617;Belo sur Tsiribihina Airport;BMD;FMML;-19.6867008209;44.541900634799994;MG
5618;Maintirano Airport;MXT;FMMO;-18.049999;44.033001;MG
5619;Morafenobe Airport;TVA;FMMR;-17.850083;44.920467;MG
5620;Tambohorano Airport;WTA;FMMU;-17.47610092163086;43.972801208496094;MG
5621;Tsiroanomandidy Airport;WTS;FMMX;-18.759677;46.054065;MG
5622;Ambatondrazaka Airport;WAM;FMMZ;-17.795378;48.442583;MG
5623;Port Bergé Airport;WPB;FMNG;-15.584286;47.623587;MG
5624;Ambanja Airport;\N;FMNJ;-13.645705;48.459427;MG
5625;Soalala Airport;DWB;FMNO;-16.10169;45.358837;MG
5626;Mampikony Airport;WMP;FMNP;-16.0722693402;47.644164562200004;MG
5627;Nasa Shuttle Landing Facility Airport;\N;KTTS;28.614999771118164;-80.69450378417969;MG
5628;Mandritsara Airport;WMA;FMNX;-15.833049;48.833284;MG
5629;Manja Airport;MJA;FMSJ;-21.426105;44.316509;MG
5630;Catumbela Airport;CBT;FNCT;-12.4792;13.4869;AO
5631;Dundo Airport;DUE;FNDU;-7.400889873504639;20.818500518798828;AO
5632;Ngjiva Pereira Airport;VPE;FNGI;-17.0435009003;15.683799743700002;AO
5633;Namibe Airport;MSZ;FNMO;-15.261199951171875;12.14680004119873;AO
5634;Koulamoutou Mabimbi Airport;KOU;FOGK;-1.1846100091934;12.441300392151;GA
5635;Mouilla Ville Airport;MJL;FOGM;-1.845139980316162;11.056699752807617;GA
5636;Tchibanga Airport;TCH;FOOT;-2.8499999046325684;11.017000198364258;GA
5637;Chimoio Airport;VPY;FQCH;-19.15130043029785;33.42900085449219;MZ
5639;Sarh Airport;SRH;FTTA;9.14444;18.374399;TD
5640;Club Makokola Airport;CMK;FWCM;-14.306900024414062;35.13249969482422;MW
5641;Luderitz Airport;LUD;FYLZ;-26.687400817871094;15.242899894714355;NA
5642;Ondangwa Airport;OND;FYOA;-17.878201;15.9526;NA
5643;Oranjemund Airport;OMD;FYOG;-28.5847;16.446699;NA
5644;Swakopmund Airport;SWP;FYSM;-22.66189956665;14.568099975586;NA
5645;Eros Airport;ERS;FYWE;-22.612199783325195;17.080400466918945;NA
5657;Outer Skerries Airport;OUK;EGOU;60.4252;-0.75;GB
5659;La Gomera Airport;GMZ;GCGM;28.029600143432617;-17.214599609375;ES
5662;Sherbro International Airport;BTE;GFBN;7.5324201583862305;-12.518899917602539;SL
5663;Bo Airport;KBS;GFBO;7.944399833679199;-11.76099967956543;SL
5664;Kenema Airport;KEN;GFKE;7.891290187835693;-11.176600456237793;SL
5665;Osvaldo Vieira International Airport;OXB;GGOV;11.894800186157227;-15.65369987487793;GW
5669;Smara Airport;SMW;GMMA;26.7318;-11.6847;EH
5670;Dakhla Airport;VIL;GMMH;23.7183;-15.932;EH
5671;Mogador Airport;ESU;GMMI;31.3974990845;-9.6816701889;MA
5672;Hassan I Airport;EUN;GMML;27.151699;-13.2192;EH
5673;Nador International Airport;NDR;GMMW;34.988800048799995;-3.0282099247;MA
5676;Baco Airport;BCO;HABC;5.78287;36.562;ET
5677;Beica Airport;BEI;HABE;9.38638973236084;34.52190017700195;ET
5678;Combolcha Airport;DSE;HADC;11.082500457763672;39.71139907836914;ET
5679;Dembidollo Airport;DEM;HADD;8.553999900817871;34.858001708984375;ET
5680;Gode Airport;GDE;HAGO;5.93513011932;43.5786018372;ET
5681;Gore Airport;GOR;HAGR;8.1614;35.5529;ET
5682;Kabri Dehar Airport;ABK;HAKD;6.734;44.252998;ET
5683;Mizan Teferi Airport;MTF;HAMT;6.9571;35.5547;ET
5684;Tippi Airport;TIE;HATP;7.2024;35.415;ET
5685;Alula Airport;ALU;HCMA;11.9582;50.748;SO
5686;Bosaso Airport;BSA;HCMF;11.275300025939941;49.14939880371094;SO
5687;Aden Adde International Airport;MGQ;HCMM;2.0144400596618652;45.3046989440918;SO
5688;Galcaio Airport;GLK;HCMR;6.78082990646;47.45470047;SO
5689;Burao Airport;BUO;HCMV;9.5275;45.5549;SO
5690;El Arish International Airport;AAC;HEAR;31.073299408;33.8358001709;EG
5691;Assiut International Airport;ATZ;HEAT;27.0464992523;31.0119991302;EG
5692;Amboseli Airport;ASV;HKAM;-2.645050048828125;37.25310134887695;KE
5693;Lokichoggio Airport;LKG;HKLK;4.20412015914917;34.348201751708984;KE
5694;Malindi Airport;MYD;HKML;-3.2293100357055664;40.10169982910156;KE
5695;Nanyuki Airport;NYK;HKNY;-0.06239889934659004;37.04100799560547;KE
5696;Gardabya Airport;SRX;HLGD;31.063499450699997;16.5949993134;LY
5697;Gamal Abdel Nasser Airport;TOB;HLGN;31.861;23.907;LY
5698;Mitiga Airport;MJI;HLLM;32.894100189208984;13.276000022888184;LY
5699;La Abraq Airport;LAQ;HLLQ;32.788700103759766;21.96430015563965;LY
5700;Atbara Airport;ATB;HSAT;17.710344314575195;34.0570182800293;SD
5701;Nyala Airport;UYL;HSNN;12.053500175476074;24.956199645996094;SD
5702;Port Sudan New International Airport;PZU;HSPN;19.4335994720459;37.234100341796875;SD
5703;Bukoba Airport;BKZ;HTBU;-1.332;31.8212;TZ
5704;Kigoma Airport;TKQ;HTKA;-4.8862;29.6709;TZ
5705;Lindi Airport;LDI;HTLI;-9.85111;39.757801;TZ
5706;Musoma Airport;MUZ;HTMU;-1.503;33.8021;TZ
5707;Shinyanga Airport;SHY;HTSY;-3.6093;33.5035;TZ
5708;Tabora Airport;TBO;HTTB;-5.076389789581299;32.83330154418945;TZ
5709;Arua Airport;RUA;HUAR;3.049999952316284;30.91699981689453;UG
5710;Gulu Airport;ULU;HUGU;2.8055601119995117;32.27180099487305;UG
5711;Diu Airport;DIU;VA1P;20.71310043334961;70.92109680175781;IN
5714;Aberdeen Regional Airport;ABR;KABR;45.449100494384766;-98.42179870605469;US
5715;Southwest Georgia Regional Airport;ABY;KABY;31.535499572753906;-84.19450378417969;US
5716;Athens Ben Epps Airport;AHN;KAHN;33.94860076904297;-83.32630157470703;US
5717;Alamogordo White Sands Regional Airport;ALM;KALM;32.8399009705;-105.990997314;US
5718;Waterloo Regional Airport;ALO;KALO;42.557098388671875;-92.40029907226562;US
5719;Walla Walla Regional Airport;ALW;KALW;46.09489822;-118.288002;US
5720;Alpena County Regional Airport;APN;KAPN;45.0780983;-83.56030273;US
5721;Watertown Regional Airport;ATY;KATY;44.91400146;-97.15470123;US
5722;Bradford Regional Airport;BFD;KBFD;41.8031005859375;-78.64009857177734;US
5723;Western Neb. Rgnl/William B. Heilig Airport;BFF;KBFF;41.87400055;-103.5960007;US
5724;Raleigh County Memorial Airport;BKW;KBKW;37.787300109899995;-81.1241989136;US
5725;Brunswick Golden Isles Airport;BQK;KBQK;31.258800506591797;-81.46649932861328;US
5726;Southeast Iowa Regional Airport;BRL;KBRL;40.783199310302734;-91.12550354003906;US
5727;Jack Mc Namara Field Airport;CEC;KCEC;41.78020096;-124.2369995;US
5728;Cape Girardeau Regional Airport;CGI;KCGI;37.22529983520508;-89.57080078125;US
5729;Chippewa County International Airport;CIU;KCIU;46.25080108642578;-84.47239685058594;US
5730;North Central West Virginia Airport;CKB;KCKB;39.2966003418;-80.2281036377;US
5731;William R Fairchild International Airport;CLM;KCLM;48.120201110839844;-123.5;US
5732;Houghton County Memorial Airport;CMX;KCMX;47.168399810791016;-88.48909759521484;US
5733;Dodge City Regional Airport;DDC;KDDC;37.76340103149414;-99.9655990600586;US
5734;DuBois Regional Airport;DUJ;KDUJ;41.17829895;-78.8986969;US
5735;Chippewa Valley Regional Airport;EAU;KEAU;44.86579895019531;-91.48429870605469;US
5736;Elko Regional Airport;EKO;KEKO;40.82490158081055;-115.79199981689453;US
5737;New Bedford Regional Airport;EWB;KEWB;41.67610168457031;-70.95690155029297;US
5738;Fayetteville Regional Grannis Field;FAY;KFAY;34.9911994934082;-78.88030242919922;US
5739;Wokal Field Glasgow International Airport;GGW;KGGW;48.212502;-106.614998;US
5740;Central Nebraska Regional Airport;GRI;KGRI;40.967498779296875;-98.30960083007812;US
5741;Memorial Field;HOT;KHOT;34.47800064086914;-93.09619903564453;US
5742;Tri-State/Milton J. Ferguson Field;HTS;KHTS;38.36669922;-82.55799866;US
5743;Kili Airport;KIO;Q51;5.644515;169.119507;MH
5744;Kirksville Regional Airport;IRK;KIRK;40.09349822998047;-92.5448989868164;US
5745;Jamestown Regional Airport;JMS;KJMS;46.92969894;-98.67819977;US
5746;Laramie Regional Airport;LAR;KLAR;41.31209945678711;-105.67500305175781;US
5747;Arnold Palmer Regional Airport;LBE;KLBE;40.27590179;-79.40480042;US
5748;North Platte Regional Airport Lee Bird Field;LBF;KLBF;41.12620163;-100.6839981;US
5749;Lebanon Municipal Airport;LEB;KLEB;43.626098632799994;-72.30419921880001;US
5750;Crater Lake-Klamath Regional Airport;LMT;KLMT;42.156101;-121.733002;US
5751;Lancaster Airport;LNS;KLNS;40.121700286865234;-76.29609680175781;US
5752;Lewistown Municipal Airport;LWT;KLWT;47.04930114746094;-109.46700286865234;US
5753;Lynchburg Regional Preston Glenn Field;LYH;KLYH;37.326698303222656;-79.20040130615234;US
5754;Muskegon County Airport;MKG;KMKG;43.16949844;-86.23819733;US
5755;Frank Wiley Field;MLS;KMLS;46.428001403808594;-105.88600158691406;US
5756;Northwest Alabama Regional Airport;MSL;KMSL;34.74530029;-87.61019897;US
5757;Southwest Oregon Regional Airport;OTH;KOTH;43.41709899902344;-124.24600219726562;US
5758;Owensboro Daviess County Airport;OWB;KOWB;37.74010086;-87.16680145;US
5759;Hattiesburg Laurel Regional Airport;PIB;KPIB;31.467100143432617;-89.33709716796875;US
5760;Pocatello Regional Airport;PIH;KPIH;42.9098014831543;-112.59600067138672;US
5761;Pierre Regional Airport;PIR;KPIR;44.38270187;-100.2860031;US
5762;Pellston Regional Airport of Emmet County Airport;PLN;KPLN;45.57089996;-84.79669952;US
5763;Portsmouth International at Pease Airport;PSM;KPSM;43.0778999329;-70.8233032227;US
5764;Reading Regional Carl A Spaatz Field;RDG;KRDG;40.378501892089844;-75.96520233154297;US
5765;Rhinelander Oneida County Airport;RHI;KRHI;45.63119888305664;-89.46749877929688;US
5766;Southwest Wyoming Regional Airport;RKS;KRKS;41.5942;-109.065001;US
